"","...1.x","Data Venda","User ID","Product ID","Product Name","Brand","Category","Price","Rating","Color","Size","Unique ID","...1.y","Motivo devolução"
"634",634,"10/20/2022",9,634,"Shoes","Nike","Kids' Fashion",32,1.90324387459449,"Yellow","S","ID670270270",82,"Arrependimento"
"635",635,"9/20/2022",34,635,"Jeans","Adidas","Women's Fashion",58,2.79981235465735,"Yellow","XL","ID671171171",307,"Não informado"
"636",636,"12/31/2022",10,636,NA,"Gucci","Kids' Fashion",54,2.87100316613964,"Yellow","L","ID672072071",NA,NA
"637",637,"7/8/2022",33,637,"Shoes","Zara","Kids' Fashion",21,1.75398219660517,"Green","S","ID672972972",NA,NA
"638",638,"3/9/2022",7,638,"Sweater","Adidas","Men's Fashion",33,2.09515675295474,"White","M","ID673873873",NA,NA
"639",639,"9/13/2022",22,639,"Shoes","Zara","Men's Fashion",60,2.72979971356077,"Blue","L","ID674774774",NA,NA
"640",640,"11/24/2022",11,640,"T-shirt","Zara","Kids' Fashion",39,2.37921962857102,"Red","S","ID675675675",NA,NA
"641",641,"12/29/2022",10,641,"Shoes","Zara","Kids' Fashion",45,2.42763901775162,"White","M","ID676576576",248,"Produto com defeito"
"642",642,"8/19/2022",75,642,"T-shirt","Gucci","Kids' Fashion",42,2.67307117755392,"Black","S","ID677477477",NA,NA
"643",643,"8/19/2022",63,643,"T-shirt","Zara","Kids' Fashion",58,2.77402127982043,"Black","L","ID678378378",NA,NA
"644",644,"5/12/2022",64,644,"Shoes","H&M","Kids' Fashion",33,1.98890635503437,"White","M","ID679279279",25,"Arrependimento"
"645",645,"12/24/2022",46,645,"T-shirt","Zara",NA,28,1.98935974981686,"Black","S","ID680180180",NA,NA
"646",646,"5/8/2022",36,646,"Sweater","Zara",NA,43,2.31189779970376,"Green","M","ID681081080",NA,NA
"647",647,"9/10/2022",25,647,"Shoes","Adidas","Women's Fashion",59,2.53904244252473,"Black","M","ID681981981",152,"Produto com defeito"
"648",648,"12/14/2022",74,648,"T-shirt","Gucci","Men's Fashion",80,3.12299883902276,"White","L","ID682882882",NA,NA
"649",649,"11/27/2022",82,649,"T-shirt","Gucci","Women's Fashion",37,2.16494093424972,"Red","S","ID683783783",NA,NA
"650",650,"11/14/2022",22,650,"Dress","Gucci","Women's Fashion",69,2.6456116824449,"Green","M","ID684684684",NA,NA
"651",651,"1/18/2022",35,651,"Shoes","Gucci","Men's Fashion",48,2.0857952390493,"Yellow","XL","ID685585585",3,"Produto com defeito"
"652",652,"8/26/2022",8,652,NA,"Zara","Kids' Fashion",55,2.71190865633356,"Yellow","L","ID686486486",22,"Arrependimento"
"653",653,"12/20/2022",65,653,"Dress","Gucci","Kids' Fashion",50,2.33263010724607,"Red","L","ID687387387",NA,NA
"654",654,"1/10/2022",34,654,"Shoes","Zara","Kids' Fashion",34,2.1267172413034,"Blue","S","ID688288288",NA,NA
"655",655,"11/9/2022",6,655,"T-shirt","Zara","Men's Fashion",68,2.70654569553205,"Black","S","ID689189189",251,"Não informado"
"656",656,"10/22/2022",67,656,"Jeans","Nike","Men's Fashion",59,2.57501269555878,"White","M","ID690090089",NA,NA
"657",657,"2/11/2022",36,657,"Jeans","Nike","Men's Fashion",38,2.1606387333169,"Yellow","L","ID690990990",277,"Não informado"
"658",658,"11/17/2022",60,658,"Jeans","Adidas","Women's Fashion",28,2.11814222511231,"Green","L","ID691891891",NA,NA
"659",659,"10/12/2022",97,659,"Shoes","Zara","Women's Fashion",58,2.43262180142838,"White","M","ID692792792",9,"Não informado"
"660",660,"8/15/2022",11,660,"Dress","Adidas","Kids' Fashion",96,3.93695059184266,"Blue","S","ID693693693",NA,NA
"661",661,"12/13/2022",30,661,"Jeans","Gucci","Kids' Fashion",73,3.14792749649799,"Blue","XL","ID694594594",129,"Produto com defeito"
"662",662,"9/12/2022",4,662,"Dress","Nike","Women's Fashion",64,2.93886189497465,"Black","S","ID695495495",NA,NA
"663",663,"2/12/2022",17,663,"Sweater","Zara","Women's Fashion",51,2.75466864725017,"Black","L","ID696396396",54,"Arrependimento"
"664",664,"8/15/2022",33,664,"Shoes","H&M","Kids' Fashion",41,2.38554933601942,"White","L","ID697297297",NA,NA
"665",665,"1/7/2022",89,665,"T-shirt","H&M","Women's Fashion",44,2.34525107984736,"Red","S","ID698198198",NA,NA
"666",666,"8/28/2022",37,666,"T-shirt","H&M","Women's Fashion",79,3.55028311656058,"Black","S","ID699099098",236,"Arrependimento"
"667",667,"11/14/2022",49,667,"Shoes","Nike","Kids' Fashion",47,2.6069139013197,"Blue","XL","ID699999999",31,"Arrependimento"
"668",668,"8/19/2022",77,668,"Shoes","Zara","Men's Fashion",41,2.35865929138529,"White","S","ID700900900",213,"Não informado"
"669",669,"12/15/2022",100,669,"Shoes","Adidas","Women's Fashion",57,2.95830878793394,"White","L","ID701801801",NA,NA
"670",670,"3/7/2022",48,670,"T-shirt","Gucci",NA,41,2.10748612402835,"Yellow","M","ID702702702",NA,NA
"671",671,"7/4/2022",8,671,"Dress","Adidas","Women's Fashion",54,2.59798157006976,"Blue","L","ID703603603",NA,NA
"672",672,"12/12/2022",31,672,"Sweater","Zara","Kids' Fashion",47,2.20858303313973,"Blue","M","ID704504504",NA,NA
"673",673,"4/12/2022",79,673,"T-shirt","Gucci","Kids' Fashion",26,1.43624237001868,"Yellow","M","ID705405405",NA,NA
"674",674,"9/20/2022",2,674,"Shoes","Adidas","Kids' Fashion",62,2.96850483176417,"Green","L","ID706306306",239,"Produto com defeito"
"675",675,"10/25/2022",11,675,"Sweater","Nike","Kids' Fashion",53,2.27595990484863,"Green","XL","ID707207207",103,"Produto com defeito"
"676",676,"8/26/2022",25,676,"Shoes","Nike","Women's Fashion",49,2.64622123989513,"Black","L","ID708108107",NA,NA
"677",677,"12/25/2022",74,677,"Shoes","Gucci","Women's Fashion",37,2.28553440130026,"Blue","L","ID709009008",NA,NA
"678",678,"10/10/2022",11,678,"Dress","H&M","Men's Fashion",38,2.16542924343339,"Black","L","ID709909909",NA,NA
"679",679,"7/11/2022",99,679,"Jeans","Adidas","Kids' Fashion",50,2.57376770157671,"Yellow","L","ID710810810",51,"Arrependimento"
"680",680,"12/28/2022",5,680,"Dress","Nike","Women's Fashion",71,3.02346030139061,"Red","XL","ID711711711",NA,NA
"681",681,"8/7/2022",59,681,"Shoes","Zara","Kids' Fashion",69,2.71209512601041,"Black","L","ID712612612",NA,NA
"682",682,"2/10/2022",13,682,"Jeans","Adidas","Women's Fashion",61,2.98557154881466,"Blue","XL","ID713513513",NA,NA
"683",683,"7/12/2022",75,683,"Jeans","Gucci","Men's Fashion",46,2.13750496961492,"White","XL","ID714414414",344,"Produto com defeito"
"684",684,"1/6/2022",31,684,"Dress","Adidas","Women's Fashion",42,2.19768822166334,"White","S","ID715315315",NA,NA
"685",685,"1/6/2022",37,685,"Jeans","Nike","Men's Fashion",72,2.89843257225432,"White","M","ID716216216",73,"Arrependimento"
"686",686,"11/13/2022",9,686,"Jeans","H&M","Women's Fashion",55,2.77631084238047,"Green","M","ID717117116",NA,NA
"687",687,"12/29/2022",35,687,"Sweater","H&M","Kids' Fashion",45,2.02866952351786,"Blue","L","ID718018017",NA,NA
"688",688,"8/20/2022",19,688,"Sweater","H&M","Kids' Fashion",35,2.07898835588377,"White","XL","ID718918918",97,"Arrependimento"
"689",689,"1/28/2022",5,689,"Jeans","H&M","Kids' Fashion",58,2.50508655509911,"Black","L","ID719819819",NA,NA
"690",690,"8/20/2022",11,690,"Jeans","H&M","Kids' Fashion",51,2.77811127166893,"White","L","ID720720720",291,"Arrependimento"
"691",691,"12/8/2022",38,691,"T-shirt","Adidas","Kids' Fashion",60,2.49265465675202,"Blue","XL","ID721621621",NA,NA
"692",692,"7/28/2022",91,692,"Dress","Nike","Women's Fashion",51,2.44223428435054,"Red","XL","ID722522522",NA,NA
"693",693,"12/2/2022",44,693,"Shoes","Nike","Men's Fashion",49,2.35117161516671,"Green","L","ID723423423",NA,NA
"694",694,"8/7/2022",98,694,"T-shirt","Adidas","Kids' Fashion",39,2.3416679983236,"Red","L","ID724324324",267,"Arrependimento"
"695",695,"10/11/2022",45,695,"Dress","Zara","Women's Fashion",60,2.54036386304823,"Red","XL","ID725225225",NA,NA
"696",696,"7/10/2022",81,696,"Sweater","Adidas","Men's Fashion",49,2.36822125012819,"Green","XL","ID726126125",NA,NA
"697",697,"7/4/2022",61,697,"T-shirt","Nike","Women's Fashion",52,2.24729010219962,"Green","L","ID727027026",NA,NA
"698",698,"9/26/2022",82,698,"Sweater","Zara","Men's Fashion",10,1.15510854679186,"White","XL","ID727927927",204,"Arrependimento"
"699",699,"1/20/2022",52,699,"T-shirt","Adidas","Men's Fashion",51,2.63001434572549,"Green","S","ID728828828",156,"Produto com defeito"
"700",700,"1/7/2022",96,700,"Dress","H&M","Women's Fashion",39,1.95262895439185,"Yellow","S","ID729729729",NA,NA
"701",701,"1/22/2022",34,701,"Jeans","Nike","Women's Fashion",15,1.65663083850284,"Blue","XL","ID730630630",314,"Não informado"
"702",702,"7/15/2022",46,702,"Shoes","Gucci","Kids' Fashion",50,2.67946343397853,"Blue","L","ID731531531",NA,NA
"703",703,"12/20/2022",27,703,"Shoes","Gucci","Men's Fashion",41,2.64463707293106,"Blue","S","ID732432432",NA,NA
"704",704,"8/28/2022",6,704,"T-shirt","Adidas","Kids' Fashion",40,2.38845060557345,"Green","M","ID733333333",NA,NA
"705",705,"1/6/2022",32,705,"Dress","Nike","Kids' Fashion",33,2.08481998242313,"Black","L","ID734234234",300,"Produto com defeito"
"706",706,"10/25/2022",91,706,"Jeans","Gucci","Women's Fashion",92,3.64120955455429,"Green","S","ID735135134",19,"Arrependimento"
"707",707,"7/28/2022",100,707,"Dress","Adidas","Women's Fashion",64,2.73321994046165,"Green","M","ID736036035",NA,NA
"708",708,"1/10/2022",17,708,"T-shirt","Nike","Kids' Fashion",48,2.62326850186906,"Black","M","ID736936936",NA,NA
"709",709,"11/17/2022",57,709,"T-shirt","Adidas","Men's Fashion",44,2.02760360542796,"White","XL","ID737837837",168,"Não informado"
"710",710,NA,50,710,"Sweater","Zara","Men's Fashion",36,2.0818533726705,"Red","S","ID738738738",293,"Produto com defeito"
"711",711,"1/28/2022",37,711,"Jeans","Adidas","Men's Fashion",41,2.24663125941343,"Red","M","ID739639639",NA,NA
"712",712,"2/8/2022",76,712,"Shoes","Gucci","Kids' Fashion",68,3.17806305160619,"Green","S","ID740540540",NA,NA
"713",713,"12/24/2022",25,713,"Jeans","Gucci","Men's Fashion",55,2.53012507411268,"Blue","XL","ID741441441",NA,NA
"714",714,"1/21/2022",91,714,"Shoes","Zara","Men's Fashion",63,2.83504225396639,"White","S","ID742342342",NA,NA
"715",715,"10/20/2022",48,715,"Shoes","Nike","Women's Fashion",19,1.4427984838821,"Yellow","L","ID743243243",NA,NA
"716",716,"10/10/2022",11,716,"Shoes","Adidas","Men's Fashion",54,2.36083079572081,"Red","S","ID744144143",NA,NA
"717",717,"11/12/2022",8,717,"Sweater","Nike","Women's Fashion",47,2.45995189557674,"Yellow",NA,"ID745045044",NA,NA
"718",718,"7/12/2022",73,718,"T-shirt","Zara","Women's Fashion",62,2.69761735885638,"White","L","ID745945945",96,"Produto com defeito"
"719",719,"12/31/2022",59,719,"Dress","H&M","Women's Fashion",35,2.14632129267492,"Blue","M","ID746846846",237,"Não informado"
"720",720,"2/10/2022",97,720,"Shoes","Adidas","Men's Fashion",66,3.0383218136673,"Black","S","ID747747747",NA,NA
"721",721,"4/12/2022",42,721,"Shoes","Zara","Kids' Fashion",76,3.20090485871677,"Blue","M","ID748648648",303,"Não informado"
"722",722,"3/9/2022",78,722,"Dress","Adidas","Women's Fashion",31,2.27595490068461,"Blue","L","ID749549549",NA,NA
"723",723,"1/14/2022",NA,723,"T-shirt","Nike","Men's Fashion",48,2.25506743914107,"White","S","ID750450450",36,"Arrependimento"
"724",724,"7/15/2022",82,724,"Shoes","Adidas","Women's Fashion",37,2.26428210162266,"Yellow","S","ID751351351",NA,NA
"725",725,"11/21/2022",87,725,"Jeans","Gucci","Women's Fashion",54,2.49824090134876,"Black","XL","ID752252252",NA,NA
"726",726,"5/21/2022",40,726,"T-shirt","Nike","Men's Fashion",76,3.21731941551407,"Red","XL","ID753153152",NA,NA
"727",727,"10/10/2022",72,727,"Jeans","Adidas","Women's Fashion",73,3.37818040205379,"White","S","ID754054053",NA,NA
"728",728,"7/12/2022",95,728,"Dress","Zara","Men's Fashion",28,1.90965099290536,"Yellow","S","ID754954954",343,"Produto com defeito"
"729",729,"7/31/2022",26,729,"Sweater","Gucci","Kids' Fashion",34,2.26778711753603,"Yellow","XL","ID755855855",NA,NA
"730",730,"10/21/2022",72,730,"Jeans","Zara","Kids' Fashion",27,1.94242468724213,"Green","M","ID756756756",148,"Arrependimento"
"731",731,"10/26/2022",20,731,"Sweater","Adidas","Men's Fashion",56,2.84511041363285,"White","XL","ID757657657",NA,NA
"732",732,"9/30/2022",48,732,"Shoes","Zara","Women's Fashion",59,2.74386881430264,"Blue","S","ID758558558",NA,NA
"733",733,"7/15/2022",89,733,"Sweater","Adidas","Women's Fashion",48,2.44330318360902,"Black","M","ID759459459",NA,NA
"734",734,"5/9/2022",89,734,"Dress","Zara","Women's Fashion",44,2.45416477640748,"Blue","XL","ID760360360",144,"Não informado"
"735",735,"9/9/2022",65,735,"Sweater","H&M","Men's Fashion",79,3.2702654647326,"Yellow","L","ID761261261",NA,NA
"736",736,"1/3/2022",11,736,"T-shirt","Adidas","Men's Fashion",76,3.20465612543703,"White","L","ID762162161",NA,NA
"737",737,"8/15/2022",20,737,"T-shirt","Adidas","Kids' Fashion",65,3.0007817190871,"Blue","S","ID763063062",40,"Produto com defeito"
"738",738,"1/26/2022",30,738,"Jeans","H&M","Men's Fashion",57,NA,"Blue","L","ID763963963",13,"Produto com defeito"
"739",739,"12/24/2022",24,739,"Sweater","Gucci","Kids' Fashion",10,1.16825990649225,"Red","M","ID764864864",67,"Não informado"
"740",740,"9/21/2022",68,740,"Dress","Nike","Women's Fashion",29,1.84185284247682,"White","XL","ID765765765",NA,NA
"741",741,"9/26/2022",49,741,"Shoes","Nike","Women's Fashion",46,2.48915381943367,"Blue","XL","ID766666666",NA,NA
"742",742,"9/10/2022",54,742,"Dress","H&M","Men's Fashion",65,2.91599961879474,"Yellow","L","ID767567567",NA,NA
"743",743,"11/30/2022",15,743,"Jeans","H&M","Women's Fashion",62,2.95897138913922,"Red","XL","ID768468468",181,"Não informado"
"744",744,"9/8/2022",21,744,"Shoes","Zara","Men's Fashion",39,2.35115023375824,"Black","XL","ID769369369",NA,NA
"745",745,"8/25/2022",73,745,"Sweater","Zara","Men's Fashion",56,2.91421191917268,"Blue","L","ID770270270",NA,NA
"746",746,"5/9/2022",13,746,"Shoes","Gucci","Kids' Fashion",61,2.75624744997973,"Black","S","ID771171170",70,"Produto com defeito"
"747",747,"12/16/2022",37,747,"Jeans","Adidas","Kids' Fashion",19,1.55630312279557,"White","XL","ID772072071",108,"Arrependimento"
"748",748,"12/28/2022",87,748,"Sweater","Zara","Kids' Fashion",43,2.50228664980675,"Red","S","ID772972972",NA,NA
"749",749,"1/2/2022",31,749,"Shoes","Gucci","Women's Fashion",37,2.21519650452498,"Black","L","ID773873873",336,"Produto com defeito"
"750",750,"7/30/2022",71,750,"Shoes","Nike","Kids' Fashion",79,3.13952862684189,"Red","L","ID774774774",NA,NA
"751",751,"12/25/2022",65,751,"Jeans","Gucci","Kids' Fashion",25,1.81277602769013,"Blue","S","ID775675675",276,"Não informado"
"752",752,"8/14/2022",14,752,"Dress","Gucci","Men's Fashion",61,2.72140151037813,"Blue","L","ID776576576",246,"Arrependimento"
"753",753,"4/11/2022",17,753,"Jeans","Zara","Kids' Fashion",66,3.08547329383957,"Yellow","S","ID777477477",NA,NA
"754",754,"12/24/2022",63,754,"Jeans","Gucci","Kids' Fashion",46,2.28604818071311,"Red","L","ID778378378",229,"Arrependimento"
"755",755,"8/16/2022",99,755,"T-shirt","Zara","Women's Fashion",58,2.77916476902459,"White","S","ID779279279",NA,NA
"756",756,"11/14/2022",37,756,"Jeans","Adidas","Men's Fashion",56,2.46732567263459,"Black","XL","ID780180179",164,"Não informado"
"757",757,"8/24/2022",66,757,"Shoes","Gucci","Kids' Fashion",35,2.1005760431672,"Black","L","ID781081080",NA,NA
"758",758,"10/16/2022",32,758,"Jeans","Nike","Women's Fashion",64,2.93844950491009,"Green","M","ID781981981",NA,NA
"759",759,"7/15/2022",39,759,"Shoes","Gucci","Kids' Fashion",42,2.60423254526387,"Black","S","ID782882882",208,"Não informado"
"760",760,"9/26/2022",35,760,"Jeans","Nike","Women's Fashion",43,2.3499486526274,"Green","S","ID783783783",NA,NA
"761",761,"5/12/2022",86,761,"Dress","H&M","Men's Fashion",45,2.43985583076894,"Black","L","ID784684684",NA,NA
"762",762,"3/29/2022",8,762,"Jeans","Nike","Kids' Fashion",47,2.2571418680376,"Blue","XL","ID785585585",NA,NA
"763",763,"1/15/2022",71,763,"T-shirt","Nike","Men's Fashion",45,2.81455628459006,"Green","S","ID786486486",274,"Não informado"
"764",764,"11/19/2022",10,764,"Dress","H&M","Women's Fashion",74,3.08218948063994,"Black","M","ID787387387",269,"Produto com defeito"
"765",765,"1/27/2022",25,765,"Sweater","H&M","Kids' Fashion",61,2.89192712200267,"Blue","S","ID788288288",NA,NA
"766",766,"9/24/2022",25,766,"Jeans","Zara","Men's Fashion",44,2.15020633134959,"Green","M","ID789189188",NA,NA
"767",767,"10/24/2022",83,767,"Shoes","H&M","Men's Fashion",NA,2.88903293363795,"Yellow","L","ID790090089",NA,NA
"768",768,"9/12/2022",12,768,"Shoes","H&M","Women's Fashion",90,3.6168589801691,"White","M","ID790990990",NA,NA
"769",769,"8/24/2022",71,769,"Sweater","Zara","Men's Fashion",22,1.78426580437648,"White","S","ID791891891",NA,NA
"770",770,"10/27/2022",93,770,"T-shirt","H&M","Kids' Fashion",46,2.16250491562136,"Yellow","S","ID792792792",NA,NA
"771",771,"9/28/2022",71,771,"T-shirt","Zara","Men's Fashion",56,2.9066096376103,"Red","XL","ID793693693",138,"Produto com defeito"
"772",772,"12/15/2022",34,772,"Shoes","Gucci","Men's Fashion",47,2.33775159783415,"Black","XL","ID794594594",NA,NA
"773",773,"1/22/2022",70,773,"Shoes","Nike","Women's Fashion",29,2.08791879037568,"Black","XL","ID795495495",NA,NA
"774",774,"9/15/2022",74,774,"Dress","H&M","Men's Fashion",53,NA,"White","L","ID796396396",NA,NA
"775",775,"12/12/2022",39,775,"Dress",NA,"Men's Fashion",32,1.78073630441719,"White","M","ID797297297",NA,NA
"776",776,"10/30/2022",73,776,"Dress","Nike","Men's Fashion",50,2.81403811114662,"Red","M","ID798198197",304,"Não informado"
"777",777,"8/12/2022",40,777,"Jeans","Adidas","Kids' Fashion",43,2.08971755853311,"Green","M","ID799099098",201,"Não informado"
"778",778,"10/19/2022",25,778,"Dress","Nike","Kids' Fashion",57,2.82625320252016,"White","L","ID799999999",NA,NA
"779",779,"5/10/2022",98,779,"Jeans","Nike","Kids' Fashion",62,3.09518544862146,"Yellow","XL","ID800900900",NA,NA
"780",780,"1/19/2022",46,780,"T-shirt","Gucci","Kids' Fashion",34,2.06953476418965,"Blue","XL","ID801801801",179,"Produto com defeito"
"781",781,"11/18/2022",83,781,NA,"Nike","Men's Fashion",69,2.67341158232019,"Green","L","ID802702702",NA,NA
"782",782,"11/14/2022",23,782,"T-shirt","Adidas","Men's Fashion",62,2.98332655980261,"White","M","ID803603603",240,"Produto com defeito"
"783",783,"5/21/2022",76,783,"Jeans","H&M","Women's Fashion",31,2.27852721695298,"Red","S","ID804504504",301,"Arrependimento"
"784",784,"7/15/2022",95,784,"Sweater","Zara","Men's Fashion",67,2.9432989478258,"White","M","ID805405405",NA,NA
"785",785,"12/18/2022",77,785,"T-shirt","H&M","Men's Fashion",69,3.05765263645227,"Red","S","ID806306306",74,"Arrependimento"
"786",786,"11/23/2022",65,786,"T-shirt","H&M","Kids' Fashion",26,1.80011772045191,"White","L","ID807207206",NA,NA
"787",787,"10/22/2022",91,787,"Dress","H&M","Women's Fashion",60,2.80081844316871,"Blue","XL","ID808108107",NA,NA
"788",788,"9/27/2022",34,788,"Jeans","Adidas","Kids' Fashion",76,3.20518696933103,"Red","S","ID809009008",NA,NA
"789",789,"6/11/2022",22,789,"Jeans","Nike","Women's Fashion",74,3.01379717396259,"Yellow",NA,"ID809909909",NA,NA
"790",790,"2/9/2022",31,790,"Shoes","Adidas","Men's Fashion",50,2.88298478828093,"Red","S","ID810810810",32,"Arrependimento"
"791",791,"12/17/2022",73,791,"Jeans","Gucci","Women's Fashion",91,3.69403605670537,"Green","L","ID811711711",NA,NA
"792",792,"9/18/2022",88,792,"Sweater","Adidas","Kids' Fashion",57,2.91785070360821,"Yellow","XL","ID812612612",NA,NA
"793",793,"10/19/2022",28,793,"T-shirt","Zara","Kids' Fashion",46,2.17200030158318,"Black","XL","ID813513513",87,"Produto com defeito"
"794",794,"6/12/2022",9,794,"Jeans","H&M","Women's Fashion",58,2.53668879085433,"Black","M","ID814414414",NA,NA
"795",795,"1/11/2022",2,795,"Jeans","Gucci","Kids' Fashion",25,1.8367266554915,"Black","S","ID815315315",122,"Produto com defeito"
"796",796,"1/8/2022",3,796,"Jeans","H&M","Women's Fashion",63,2.75563542133033,"Black","M","ID816216215",219,"Produto com defeito"
"797",797,"3/7/2022",68,797,"Sweater","H&M","Kids' Fashion",49,2.44186869426721,"Red","XL","ID817117116",38,"Produto com defeito"
"798",798,"9/9/2022",28,798,"Jeans","H&M","Kids' Fashion",26,1.75169092657927,"Blue","M","ID818018017",199,"Produto com defeito"
"799",799,"11/26/2022",48,799,"Shoes","Adidas","Men's Fashion",45,2.27724626178268,"Yellow","XL","ID818918918",326,"Arrependimento"
"800",800,"7/13/2022",61,800,"T-shirt","H&M","Men's Fashion",18,1.55242064204657,"Red","S","ID819819819",NA,NA
"801",801,"11/20/2022",33,801,"Jeans","Zara","Men's Fashion",45,2.18250012492767,"Black","XL","ID820720720",NA,NA
"802",802,"4/25/2022",66,802,"Shoes","Gucci","Men's Fashion",33,1.95015518677227,"Green","XL","ID821621621",NA,NA
"803",803,"11/26/2022",56,803,"Sweater","Nike","Men's Fashion",10,1.20633338008963,"Blue","XL","ID822522522",151,"Produto com defeito"
"804",804,"12/26/2022",66,804,"T-shirt","Zara","Kids' Fashion",52,2.53981515401995,"Black","M","ID823423423",NA,NA
"805",805,"12/13/2022",53,805,"Dress","H&M","Men's Fashion",36,2.12710270619755,"Blue","XL","ID824324324",NA,NA
"806",806,"8/10/2022",100,806,"Jeans","Zara","Women's Fashion",49,2.26654569260128,"Green","L","ID825225224",NA,NA
"807",807,"1/28/2022",74,807,"Jeans","Zara","Men's Fashion",63,2.75809262170872,"Blue","S","ID826126125",252,"Arrependimento"
"808",808,"11/8/2022",20,808,"T-shirt","Adidas","Women's Fashion",63,3.39453602541069,"Yellow","L","ID827027026",NA,NA
"809",809,"2/10/2022",5,809,"Jeans","Adidas","Men's Fashion",73,2.87750853660843,"White","XL","ID827927927",NA,NA
"810",810,"8/24/2022",31,810,"Jeans","Zara","Kids' Fashion",32,1.80221907728448,"Black","M","ID828828828",24,"Não informado"
"811",811,"1/15/2022",9,811,"Jeans","Gucci","Kids' Fashion",48,2.46975358051852,"White","M","ID829729729",214,"Não informado"
"812",812,"8/25/2022",9,812,"Dress","Nike","Women's Fashion",36,1.93416478195147,"Blue","M","ID830630630",49,"Produto com defeito"
"813",813,"10/8/2022",42,813,"Sweater","Zara","Men's Fashion",74,2.85088176207398,"Blue","M","ID831531531",NA,NA
"814",814,"12/26/2022",62,814,"Sweater","Zara","Women's Fashion",42,2.18986936636752,"Yellow","XL","ID832432432",NA,NA
"815",815,"7/12/2022",78,815,"Sweater","Zara","Women's Fashion",44,2.65750239778079,"Black","S","ID833333333",NA,NA
"816",816,"12/9/2022",24,816,"Jeans","Nike","Kids' Fashion",39,2.72886020435736,"Blue","XL","ID834234233",30,"Produto com defeito"
"817",817,"11/13/2022",51,817,"T-shirt","Adidas","Kids' Fashion",47,2.04752521797537,"Black","XL","ID835135134",45,"Não informado"
"818",818,"1/25/2022",42,818,"Dress","Nike","Women's Fashion",15,1.36503402367255,"Blue","L","ID836036035",NA,NA
"819",819,"4/27/2022",45,819,"T-shirt","Zara","Men's Fashion",40,1.98312489658694,"White","XL","ID836936936",NA,NA
"820",820,"12/15/2022",91,820,"T-shirt","Nike","Women's Fashion",61,2.64365920000709,"White","L","ID837837837",NA,NA
"821",821,"1/12/2022",65,821,"Dress","H&M","Women's Fashion",59,2.65141832820062,"Blue","XL","ID838738738",NA,NA
"822",822,"8/16/2022",75,822,"T-shirt","Gucci","Kids' Fashion",28,1.55798464807452,"Green","XL","ID839639639",NA,NA
"823",823,"11/18/2022",65,823,"T-shirt","H&M","Kids' Fashion",60,2.90556156337649,"White","L","ID840540540",NA,NA
"824",824,"7/25/2022",3,824,"Shoes","Zara","Women's Fashion",61,2.63255639200691,"White","L","ID841441441",26,"Arrependimento"
"825",825,"9/19/2022",32,825,"T-shirt","Zara","Men's Fashion",63,2.84504926836125,"White","M","ID842342342",217,"Arrependimento"
"826",826,"12/10/2022",35,826,"Shoes","Adidas","Women's Fashion",37,1.95123198789099,"Red","S","ID843243242",NA,NA
"827",827,"1/10/2022",13,827,"Shoes","Nike","Women's Fashion",60,2.95633824947168,"Red","XL","ID844144143",194,"Produto com defeito"
"828",828,"4/16/2022",94,828,"Sweater","H&M","Women's Fashion",65,3.06454617697645,"Green","S","ID845045044",NA,NA
"829",829,"4/16/2022",18,829,"Dress","Adidas","Men's Fashion",51,2.35326636125037,"Black","XL","ID845945945",NA,NA
"830",830,"1/11/2022",94,830,"Jeans","Gucci","Kids' Fashion",73,3.17675129923144,"Green","S","ID846846846",NA,NA
"831",831,"10/8/2022",19,831,"Jeans","Gucci","Kids' Fashion",55,2.47117956740479,"Black","S","ID847747747",NA,NA
"832",832,"7/29/2022",96,832,"Jeans","Nike","Women's Fashion",34,2.50048204659878,"Blue","L","ID848648648",331,"Arrependimento"
"833",833,"7/15/2022",70,833,"Sweater","H&M","Kids' Fashion",83,3.26674265056476,"Yellow","L","ID849549549",33,"Arrependimento"
"834",834,"1/24/2022",99,834,"Shoes","H&M","Women's Fashion",28,1.66650327060303,"Yellow","S","ID850450450",NA,NA
"835",835,"11/30/2022",15,835,"T-shirt","Nike","Kids' Fashion",61,2.6658821775649,"Yellow","XL","ID851351351",NA,NA
"836",836,"1/7/2022",93,836,"Jeans","Gucci","Women's Fashion",49,2.7357436112772,"White","L","ID852252251",NA,NA
"837",837,"6/12/2022",59,837,"Shoes","Nike","Kids' Fashion",48,2.19179880827181,"Black","M","ID853153152",342,"Não informado"
"838",838,"10/9/2022",33,838,"Jeans","Zara","Men's Fashion",67,2.94928748517621,"Blue","S","ID854054053",NA,NA
"839",839,"9/10/2022",26,839,"Dress","Nike","Kids' Fashion",33,2.31540307519085,"Blue","S","ID854954954",NA,NA
"840",840,"1/10/2022",73,840,"Shoes","Zara","Kids' Fashion",32,2.05311581451714,"Red","S","ID855855855",NA,NA
"841",841,"8/12/2022",56,841,"Dress","Zara","Men's Fashion",47,2.46300877785017,"Blue","M","ID856756756",NA,NA
"842",842,"4/10/2022",59,842,"Jeans","Adidas","Men's Fashion",48,2.97368594660748,"White","XL","ID857657657",NA,NA
"843",843,"10/17/2022",52,843,"Shoes","Nike","Kids' Fashion",13,1.88430623845709,"Red","M","ID858558558",NA,NA
"844",844,"9/17/2022",1,844,"Sweater","Zara","Kids' Fashion",77,3.07946915033347,"Blue","M","ID859459459",NA,NA
